url,title,published,file
https://www.ecofinagency.com/telecom/3003-43499-,Liquid Intelligent acquires Google's fiber pair to improve offers,2022-03,2022-03-01 Liquid Intelligent acquires Google's fiber pair to improve offers.md
https://theconversation.com/undersea-cables-for-africas-internet-retrace-history-225912,Undersea cables for Africa's internet retrace history and leave digital gaps as they connect continents,2024-03-15,2024-03-15 Undersea cables for Africa's internet retrace history and leave digital gaps as they connect continents.md
https://documents1.worldbank.org/curated/en/099050524041520240/txt/P5050951dae66d0e1bc631717e7e7a4e70.txt,"Digital Malawi Acceleration Project (DMAP) (P505095) — Project Information Document, Appraisal Stage (Report No: PIDIA00549)",2024-05-05,2024-05-05-dmap-world-bank-appraisal-pid.md
https://www.wearetech.africa/en/fils-uk/news/nigeria-police-cybercrime-unit-recovers-funds-named-best-in-africa-by-interpol,"Nigeria Police Cybercrime Unit Recovers Funds, Named Best in Africa by INTERPOL",2025-01-09,2025-01-09-nigeria-police-cybercrime-unit-interpol.md
https://techcabal.com/2025/01/14/aws-accepts-naira-payments,Competition in the clouds: AWS will now accept naira payments,2025-01-14,2025-01-14-aws-accepts-naira-payments.md
https://documents1.worldbank.org/curated/en/099012025023033676/txt/P505094-630a5ef9-d23a-4221-b7c8-397c94a90b4d.txt,Project Information Document (Appraisal Stage): Digital Zambia Acceleration Project - DZAP (P505094),2025-01-20,2025-01-20 PID Appraisal Stage - Digital Zambia Acceleration Project (P505094).md
https://techcabal.com/2025/01/20/ncc-approves-tariff-increase,NCC approves 50% tariff increase for Nigerian telcos,2025-01-20,2025-01-20-ncc-approves-50-percent-tariff-increase.md
https://techcabal.com/2025/01/23/moniepoint-visa-investment,Visa makes strategic investment in Nigerian unicorn Moniepoint,2025-01-23,2025-01-23-visa-strategic-investment-moniepoint.md
https://www.standardmedia.co.ke/article/2001510332/local-isps-now-feel-the-heat-as-starlink-doubles-market-share,Local ISPs now feel the heat as Starlink doubles market share,2025-01-25,2025-01-25-isps-starlink-doubles-market-share-standard.md
https://techcabal.com/2025/01/29/nigeria-telcos-lost-11-3-billion,Nigeria telecom operators lost $11.3 billion over 11-year tariff delay,2025-01-29,2025-01-29-telcos-lost-11-billion-tariff-delay.md
https://www.itedgenews.africa/sierra-leone-partners-with-starlink-to-expand-university-internet/,Sierra Leone partners with Starlink (via ELCOME SL) to expand university Internet,2025-01-31,2025-01-31-starlink-university-internet-elcome.md
https://www.sundaystandard.info/elon-musks-starlink-an-existential-threat-to-local-telecoms-sector/,Elon Musk's Starlink an existential threat to local telecoms sector?,2025-02-05,2025-02-05-starlink-existential-threat-to-local-telecoms.md
https://www.wearetech.africa/en/fils-uk/news/public-management/benin-explores-starlink-for-internet-access,Benin Explores Starlink for Internet Access,2025-02-07,2025-02-07-wearetech-benin-explores-starlink.md
https://techcabal.com/2025/02/19/microsoft-pledges-1m,Microsoft pledges $1M to train 1M Nigerians in AI skills,2025-02-19,2025-02-19-microsoft-pledges-1m-ai-training.md
https://realequatorialguinea.com/sociedad/la-empresa-starlink-de-eeuu-desea-implantarse-en-guinea-ecuatorial-para-mejorar-la-conectividad-a-internet/,La empresa Starlink de EEUU desea implantarse en Guinea Ecuatorial para mejorar la conectividad a Internet,2025-02-21,2025-02-21-starlink-implantarse-conectividad-reg.md
https://rstp.st/2025/02/24/empresa-starlink-de-elon-musk-pretende-investir-em-stp-trazendo-internet-de-alta-qualidade/,"Empresa ""Starlink"" de Elon Musk pretende investir em STP trazendo internet de alta qualidade",2025-02-24,2025-02-24-starlink-pretende-investir-stp-eua.md
https://www.lesahel.org/entretien-accorde-a-la-rtn-par-le-ministre-de-la-communication-des-postes-et-de-leconomie-numerique-m-sidi-mohamed-raliou-nous-sommes-en-train-de-construire-un-data-center/,"Entretien du ministre Sidi Mohamed Raliou (Communication, Postes, Économie Numérique) : construction d'un Data Center national, réception prévue au plus tard le 30 septembre",2025-03-04,2025-03-04-minister-raliou-national-data-center-interview-lesahel.md
https://techcabal.com/2025/03/10/starlink-now-nigerias-second,Starlink now Nigeria's second largest internet service provider,2025-03-10,2025-03-10-starlink-second-largest-isp.md
https://www.connectingafrica.com/connectivity/starlink-faces-opposition-in-lesotho,Section 2 opposes Starlink Lesotho licence over 100% foreign ownership,2025-03-11,2025-03-11-starlink-opposition-section2-connectingafrica.md
https://techcabal.com/2025/03/12/digital-transformation-ipnx-secures-partnership-with-abia-state-government-to-provide-connectivity-and-managed-network-services,Digital Transformation: ipNX Secures Partnership with Abia State Government,2025-03-12,2025-03-12-ipnx-abia-state-connectivity.md
https://www.telecomreviewafrica.com/articles/telecom-operators/11357-botswana-enters-space-race-with-botsat-1-launch/,Botswana Enters Space Race with BOTSAT-1 Launch,2025-03-13,2025-03-13-botsat-1-launch-telecomreviewafrica.md
https://www.actuniger.com/technologie/20854-starlink-enfin-disponible-officiellement-au-niger-lespoir-dune-connexion-fiable-et-rapide-devient-realite.html,Starlink enfin disponible officiellement au Niger,2025-03-13,2025-03-13-starlink-officially-available-niger-actuniger.md
https://www.connectingafrica.com/connectivity/starlink-beams-into-niger,Starlink beams into Niger,2025-03-17,2025-03-17-starlink-beams-into-niger-connectingafrica.md
https://www.telecomreviewafrica.com/articles/general-news/11399-starlink-launches-services-in-niger-and-secures-operating-license-in-chad/,Starlink Launches Services in Niger and Secures Operating License in Chad,2025-03-19,2025-03-19-starlink-license-chad-launch-niger.md
https://2424.mg/telecommunication-linternet-par-satellite-a-deployer-dans-dix-zones-enclavees-dans-le-cadre-du-projet-decim-et-de-la-politique-rse-de-starlink/,Internet par satellite à déployer dans dix zones enclavées (projet DECIM et RSE de Starlink),2025-03-20,2025-03-20-starlink-decim-dix-zones-enclavees-2424.md
https://carnegieendowment.org/research/2025/04/,Beneath the Waves: Addressing Vulnerabilities in Africa's Undersea Digital Infrastructure,2025-04-03,2025-04-03 Beneath the Waves Addressing Vulnerabilities in Africa's Undersea Digital Infrastructure.md
https://arn.gw/arn-tic-concede-autorizacao-geral-provisoria-a-starlink-guine-bissau/,ARN-TIC concede Autorização Geral Provisória à Starlink Guiné-Bissau,2025-04-10,2025-04-10 ARN-TIC grants Starlink Guinea-Bissau provisional authorization.md
https://www.hiiraan.com/news4/2025/Apr/201121/starlink_launches_in_somalia_expanding_satellite_internet_to_underserved_regions.aspx,"Starlink launches in Somalia, expanding satellite internet to underserved regions",2025-04-14,2025-04-14-starlink-license-somalia.md
https://publiceyenews.com/2025/04/22/mixed-reactions-over-starlink-license/,LCA grants Starlink first satellite internet licence; Vodacom appeals for local shareholding,2025-04-22,2025-04-22-starlink-licence-mixed-reactions-publiceye.md
https://techcabal.com/2025/04/29/cbn-launches-open-banking/,Nigeria's open banking to launch in August after four-year wait (CBN approval),2025-04-29,2025-04-29-cbn-open-banking-august-launch.md
https://actualite.cd/2025/05/02/rdc-starlink-obtient-une-licence-officielle-pour-operer-comme-fournisseur-dacces,RDC : Starlink obtient une licence officielle pour opérer comme fournisseur d’accès à internet,2025-05-02,2025-05-02-starlink-licence-officielle-actualite.md
https://actualite.cd/2025/05/05/acaj-salue-lhomologation-de-la-firme-americaine-starlink-pour-mettre-fin-aux-abus-de,ACAJ salue l'homologation de la firme américaine Starlink “pour mettre fin aux abus de monopole des opérateurs actuels”,2025-05-05,2025-05-05-acaj-salue-homologation-starlink-actualite.md
https://www.mwananchi.co.tz/mw/habari/kitaifa/airtel-yatangaza-kushirikiana-na-spacex-kuleta-mtandao-wa-starlink-barani-afrika-5030464,Airtel yatangaza kushirikiana na SpaceX kuleta mtandao wa Starlink barani Afrika,2025-05-06,2025-05-06-airtel-spacex-starlink-afrika.md
https://www.lesahel.org/lancement-officiel-des-activites-de-distribution-des-kits-starlink-par-ninetec-garantir-une-connexion-internet-fiable-accessible-partout-et-a-moindre-cout/,Lancement officiel des activités de distribution des kits Starlink par NINETEC (campagne NINE-Starlink),2025-05-06,2025-05-06-ninetec-nine-starlink-kit-distribution-lesahel.md
https://techcabal.com/2025/05/09/investments-and-securities-act-nigeria-2025/,What the Investments and Securities Act 2025 means for Nigeria's crypto ecosystem,2025-05-09,2025-05-09-isa-2025-crypto-securities.md
https://actualite.cd/2025/05/21/en-rdc-la-jeunesse-veut-etre-consideree-sa-juste-valeur-dans-la-mise-en-oeuvre-des,"En RDC, la jeunesse veut être considérée à sa juste valeur dans la mise en œuvre des politiques publiques en vue de créer et proposer des solutions numériques devant contribuer au développement du pays",2025-05-21,2025-05-21-forum-jeunes-gouvernance-internet-actualite.md
https://technomag.co.zw/570-institutions-receive-data-controllers-licences-to-bolster-digital-trust-and-compliance/,570 Institutions Receive Data Controllers Licences to Bolster Digital Trust and Compliance,2025-06-06,2025-06-06-570-institutions-data-controller-licences.md
https://techcabal.com/2025/06/10/inside-itana-nigerias-first-digital-free-zone/,"Inside Itana, Nigeria's first digital free zone",2025-06-10,2025-06-10-itana-first-digital-free-zone.md
https://techcabal.com/2025/06/11/mtn-uganda-spin-off-fintech/,MTN Uganda to spin off mobile money unit into a standalone fintech,2025-06-11,2025-06-11-mtn-uganda-spin-off-momo-fintech.md
https://techcabal.com/2025/06/11/new-ussd-billing-model-charges/,"NCC, CBN approve new USSD End User Billing model, ending telco-bank dispute",2025-06-11,2025-06-11-ussd-end-user-billing-model.md
https://technomag.co.zw/econets-fintech-comeback-pays-off-as-group-posts-strong-growth/,Econet's Fintech Comeback Pays Off as Group Posts Strong Growth,2025-06-12,2025-06-12-econet-fintech-comeback-ecocash-growth.md
https://alwatwan.net/societe/d%C3%A9ploiement-de-starlink-i-les-autorit%C3%A9s-interdisent-son-usage-pour-l%E2%80%99instant.html,Déploiement de Starlink : les autorités interdisent son usage pour l'instant,2025-06-13,2025-06-13-starlink-banned-pending-licence-anrtic-alwatwan.md
https://www.connectingafrica.com/connectivity/starlink-enters-guinea-bissau,Starlink enters Guinea-Bissau,2025-06-19,2025-06-19 Starlink enters Guinea-Bissau.md
https://itweb.africa/article/nigeria-joins-race-to-deploy-direct-to-device-satellite-connectivity/5yONP7Erb3QMXWrb,Nigeria (NASRDA) partners China's Galaxy Space to deploy direct-to-device satellite connectivity,2025-06-20,2025-06-20-nasrda-galaxy-space-d2d-satellite.md
https://techcabal.com/2025/06/20/uganda-tech-sector-bride-dowry/,"Uganda's tech sector has 'prepared the bride,' now it wants a dowry (Investor Summit)",2025-06-20,2025-06-20-uganda-tech-sector-investor-summit.md
https://actualite.cd/2025/06/22/rdc-le-gouvernement-appele-redoubler-defforts-pour-reduire-la-fracture-numerique-en,RDC : le gouvernement appelé à redoubler d’efforts pour réduire la fracture numérique en rendant Internet accessible à une plus grande partie de la population,2025-06-22,2025-06-22-tshisekedi-fracture-numerique-conseil-ministres-actualite.md
https://techcabal.com/2025/06/26/starlink-in-zimbabwe/,"Starlink in Zimbabwe: hype in cities, silence in rural areas",2025-06-26,2025-06-26-starlink-hype-cities-silence-rural.md
https://techcabal.com/2025/06/30/anambra-builds-ai-model/,"Anambra builds AI model (SmartGov Suite) to track local government spending, identify ghost workers",2025-06-30,2025-06-30-anambra-ai-smartgov-lg-spending.md
https://lestimes.com/?p=87368,Starlink officially launches in Lesotho via T-Connect reseller,2025-06-30,2025-06-30-starlink-launch-tconnect-lestimes.md
https://techcabal.com/2025/06/30/wave-raises-137-milion/,Wave raises $137 million in debt to expand mobile money services across Africa,2025-06-30,2025-06-30-techcabal-wave-137m-debt.md
https://www.namibiansun.com/technology/theofelus-starlinks-ownership-exemption-bid-under-review2025-07-01161844,Theofelus: Starlink's ownership exemption bid under review,2025-06-30,2025-06-30-theofelus-starlink-ownership-exemption-under-review-namibiansun.md
https://publiceyenews.com/2025/07/01/starlink-blasts-off-in-lesotho/,Starlink launches in Lesotho amid sovereignty and surveillance concerns,2025-07-01,2025-07-01-starlink-launch-publiceye.md
https://www.eyeradio.org/nca-reports-huge-internet-growth-in-south-sudan/,NCA reports huge internet growth in South Sudan (1.3m to 1.9m users; penetration 12% to 15.7%),2025-07-03,2025-07-03-nca-internet-growth-figures-eyeradio.md
https://techcabal.com/2025/07/03/sim-registration-halted-as-nimc-migrates/,SIM registration halted as NIMC migrates to new identity platform,2025-07-03,2025-07-03-sim-registration-halted-nimc-migration.md
https://tchadinfos.com/2025/07/05/les-services-des-starlink-desormais-disponibles-au-tchad/,Les services de Starlink désormais disponibles au Tchad,2025-07-05,2025-07-05-tchadinfos-starlink-services-disponibles.md
https://www.wearetech.africa/en/fils-uk/news/public-management/burkina-faso-explores-digital-partnership-with-the-united-states,Burkina Faso Explores Digital Partnership with the United States,2025-07-08,2025-07-08-burkina-faso-explores-digital-partnership-united-states.md
https://www.fratmat.info/article/2635241/economie/deploiement-de-la-5g-en-cote-divoire-bientot-la-connectivite-a-la-technologie,Déploiement de la 5G en Côte d'Ivoire : Bientôt la connectivité à la technologie,2025-07-10,2025-07-10-deploiement-5g-cote-divoire-fratmat.md
https://standard.gm/govt-taking-due-diligence-despite-us-pressure-for-starlinks-license/,Gov't taking due diligence despite US pressure for Starlink's license,2025-07-10,2025-07-10-govt-due-diligence-us-pressure-starlink-standard.md
https://www.businessday.co.za/bd/national/2025-07-21-payments-reform-on-the-cards-as-reserve-bank-draws-up-draft-law/,Payments reform on the cards as Reserve Bank draws up draft law,2025-07-21,2025-07-21-sarb-payments-reform-draft-law.md
https://www.techzim.co.zw/2025/07/starlink-kits-for-local-authorities-zimbabwe/,Govt Donates 250 Starlink Kits to Local Authorities,2025-07-24,2025-07-24-govt-donates-250-starlink-kits-local-authorities.md
https://itweb.africa/article/recently-launched-paratus-eswatini-aims-to-drive-starlink-business-tech-adoption/j5alr7QAOeQ7pYQk,Recently launched Paratus Eswatini aims to drive Starlink Business tech adoption,2025-07-30,2025-07-30-paratus-eswatini-drives-starlink-business-adoption.md
https://techcabal.com/2025/07/31/sierra-leone-tech-ambitions/,"Access to internet should be a basic human right"": Minister Salima Bah on Sierra Leone's tech ambition",2025-07-31,2025-07-31-salima-bah-tech-ambition-interview.md
https://www.hiiraan.com/news4/2025/Aug/202463/starlink_launches_in_somalia_bringing_satellite_internet_to_rural_areas_and_narrowing_the_digital_divide.aspx,"Starlink launches in Somalia, bringing satellite internet to rural areas and narrowing the digital divide",2025-08-05,2025-08-05-starlink-launches-somalia-rural.md
https://techcabal.com/2025/08/21/csquared-bets-125m-on-fibre-superhighways-across-africa/,CSquared bets $125m on fibre superhighways across Africa (Uganda-founded),2025-08-21,2025-08-21-csquared-125m-fibre-superhighways.md
https://tchadinfos.com/2025/08/28/tchad-le-gouvernement-fixe-les-conditions-dutilisation-des-services-starlink/,Tchad : le gouvernement fixe les conditions d'utilisation des services Starlink,2025-08-28,2025-08-28-tchadinfos-arrete-conditions-utilisation-starlink.md
https://www.agenceecofin.com/actualites-numerique/2908-131059-deploiement-de-la-fibre-optique-la-guinee-bissau-veut-apprendre-du-tchad,Fibre-optic deployment - Guinea-Bissau wants to learn from Chad,2025-08-29,2025-08-29 Fibre-optic deployment - Guinea-Bissau wants to learn from Chad.md
https://actualite.cd/2025/08/31/la-rdc-se-lance-dans-un-projet-dacquisition-dun-satellite-cout-estime-400-millions-de,"La RDC se lance dans un projet d’acquisition d’un satellite, coût estimé à 400 millions de dollars",2025-08-31,2025-08-31-projet-acquisition-satellite-monacosat-actualite.md
https://afriqueitnews.com/tech-media/tchad-ordonne-operateurs-connecter-reseau-national-fibre-optique/,Le Tchad ordonne aux opérateurs de se connecter au réseau national de fibre optique,2025-09-02,2025-09-02-afriqueitnews-operateurs-connecter-fibre-nationale.md
https://www.actuniger.com/societe/21307-niger-larcep-declare-la-guerre-aux-wifi-zones-pirates-utilisant-starlink.html,Niger : l'ARCEP déclare la guerre aux « Wifi Zones » pirates utilisant Starlink,2025-09-09,2025-09-09-arcep-crackdown-pirate-starlink-wifi-zones-actuniger.md
https://www.connectingafrica.com/connectivity/unreliable-connectivity-impacts-burundi-s-citizens,Unreliable connectivity impacts Burundi's citizens,2025-09-10,2025-09-10-unreliable-connectivity-impacts-burundi-citizens.md
https://publiceyenews.com/2025/09/12/bridging-the-digital-divide-first-community-hotspots-transform-lesothos-rural-villages/,"T-Connect hands over first Starlink community hotspots in Matsieng, Thaba Bosiu, Mokhotlong",2025-09-12,2025-09-12-tconnect-community-hotspots-publiceye.md
https://techcabal.com/2025/09/15/starlink-halts-new-orders-in-lagos-abuja-over-congestion/,Starlink pauses new orders in parts of Lagos and Abuja over congestion,2025-09-15,2025-09-15-starlink-halts-orders-congestion.md
https://expressodasilhas.cv/economia/2025/09/18/starlink-conquista-02-do-mercado-da-internet-em-9-meses/99028,"Starlink conquista 0,2% do mercado da internet em 9 meses",2025-09-18,2025-09-18-starlink-conquista-02-mercado-internet-arme-q2-2025-expressodasilhas.md
https://techcabal.com/2025/09/22/m-pesa-core-upgrade-complete/,Safaricom completes M-PESA's biggest upgrade in a decade,2025-09-22,2025-09-22-mpesa-biggest-upgrade-decade-techcabal.md
https://www.hiiraan.com/news4/2025/Sept/203052/astaanconnect_becomes_somalia_s_first_official_starlink_reseller.aspx,AstaanConnect becomes Somalia's first official Starlink reseller,2025-09-24,2025-09-24-astaanconnect-starlink-reseller.md
https://www.digitalbusiness.africa/internet-tchad-starlink-pourrait-passer-de-fai-a-operateur-telecom/,Internet/Tchad : Starlink pourrait passer de FAI à opérateur télécom,2025-09-29,2025-09-29-digitalbusiness-starlink-fai-vers-operateur-telecom.md
https://techafricanews.com/2025/09/29/smart-zambia-brings-starlink-internet-to-remote-moomba-chiefdom/,Smart Zambia Brings Starlink Internet to Remote Moomba Chiefdom,2025-09-29,2025-09-29-smart-zambia-starlink-moomba-chiefdom.md
https://www.adiac-congo.com/content/communications-electroniques-larpce-renforce-son-expertise-sur-les-satellites-de,Communications électroniques : l'ARPCE renforce son expertise sur les satellites de télécommunications,2025-10-04,2025-10-04-arpce-expertise-satellites-leo-eutelsat-oneweb-ldb.md
https://techcabal.com/2025/10/08/nigerias-telcos-hit-by-19000-fibre-cuts-in-eight-months/,"Nigeria's telcos hit by 19,000 fibre cuts in eight months (NCC)",2025-10-08,2025-10-08-ncc-19000-fibre-cuts-eight-months.md
https://techcabal.com/2025/10/08/uganda-digital-infrastructure-karamoja/,"Uganda's $5.5 billion digital project to link farms, mines, factories (with CBDC pilot)",2025-10-08,2025-10-08-uganda-5-5bn-digital-project-cbdc-shilling.md
https://techcabal.com/2025/10/10/comesa-payment-system-trade-local-currencies/,21-nation COMESA bloc launches digital payment system to settle trade in local currencies,2025-10-10,2025-10-10-comesa-digital-retail-payments-platform.md
https://www.ecofinagency.com/news-digital/1310-49501-somalia-moves-to-finalize-digital-transformation-strategy-with-itu-support,Somalia moves to finalize Digital Transformation Strategy 2025-2030 with ITU support,2025-10-13,2025-10-13 Somalia moves to finalize Digital Transformation Strategy 2025-2030 with ITU support.md
