iso3,name,region,paper1_title,paper1_domain,paper2_title,paper2_domain,status,window_done,queries,found,dropped,staged,last_run,notes
MWI,Malawi,XSA,Malawi24,malawi24.com,The Times (Times Group),times.mw,swept,2025-01-01/2026-07-17,18,50,11,39,2026-07-17,"RICH not thin; malawi24 14 + times.mw 7; itweb strong (MWI correspondent Kunchezera/Banda). connectingafrica+techcabal+telecomreview thin (established). Nzika Wallet + Sept-2026 mobile digital-ID launch DATE; Govt Data Sharing Regulation for Boma Lathu; US$180m Huawei 4-yr ICT plan (geopol.china, 28-district ring network); MACRA data-protection regs + DPA/MwCERT spin-off to independent institutions (WB); mobile money K37.9tn (+94pc, 19.9m wallets 44.8pc active); CFTC interoperability ruling vs TNM Mpamba; PayChangu/Malswitch instant; 85pc of 9000 schools no internet (UNICEF/Giga); Chichewa AI Language Data Trust (WB+Gates); NRB 2025-2030 6-pillar plan. RE-DATING soft: 19.9m wallets (2025 NPS) vs held >20.1m. Off-scope lead: NatSwitch quantum-ready upgrade tender (AfDB)"
NAM,Namibia,XSA,Namibian Sun,namibiansun.com,The Namibian,namibian.com.na,swept,2025-01-01/2026-07-17,20,110,7,34,2026-07-17,"both papers RICH (essentially unswept before - only 1 held item); Namibian Sun 13, The Namibian 6; itweb strongest journal (7); techcabal thin. Starlink saga FULLY BUILT OUT (CRAN 2nd rejection 24-Jun-2026 after 624 reconsideration requests, 622 rejected 2 on merits); Data Protection Bill + Cybercrime Bill (Aug-2025 tabling, IPPR critique, CSIRT approvals); e-ID politics (microchip-tracking protests+rebuttal, rollout SLIPS to Sept-2026, biometrics-for-instant-payments); NAM-Angola SARSSy MSA pinned 12-Jun-2026 (Equiano 1Tbps, reinforces held telecom-namibia-angola-deals); Paratus first private LTE/5G; PowerCom towers; MTC 5G; data-centre/green-hydrogen sovereignty; NAM-CSIRT 1.7m attacks 2025 +37pc. 4 Namibian Sun paywalled [CLIP]. Leads (out-of-scope): New Era, technews.com.na, NamClear-PayInc SADC"
NER,Niger,XWA,ActuNiger,actuniger.com,Le Sahel,lesahel.org,swept,2025-01-01/2026-07-17,20,44,22,22,2026-07-17,"Le Sahel richest (13, state daily - govt voice); ActuNiger 6 (Starlink/ARCEP vein); techcabal ZERO for Niger-country (all 'Niger' hits = Nigeria's Niger State). CIB-AES rollout: AES biometric PASSPORT phase (Tiani first enrollee 16-Jul-2026, HASDI partner, 5 types) distinct from ID card; mass-enrolment (4500 FCFA, fingerprint/face/voice/iris, 20-commissariat Niamey); NITA fee kiosks. WURI ANSWER: Niger STILL enrolling under WURI post-ECOWAS-exit (WURI-Niger MOSIP/BioEnable pilot Feb-2025 4 communes; Filingue CRVS pilot May-2025, 21202 under-fives) - follows BFA pattern NOT Mali; runs MOSIP/open-source IN PARALLEL with AES CNIB = TWO ID tracks to reconcile. National data centre now primary-sourced (DTS 14-Nov-2025: 1031km fibre + Tier III DC, AfDB ~E43m); CNAC cyber centre, IXP, Forensic Lab. CONTRADICTION/re-date: HAPDP says regime now Loi 2022-59 (repealed held 2017-28/2019-71) - wiki NER + niger-data-protection-law entity cite OLD laws, supersede at ingest; Malabo ratif 23-May-2022"
NGA,Nigeria,XWA,ThisDay,thisdaylive.com,Vanguard,vanguardngr.com,swept,2025-01-01/2026-07-17,83,1009,70,266,2026-07-17,"COMPLETE (pilot Q1 151 + completion pass 2025-04-01->2026-07-17 staged 115 = 266 total; counts are pilot+completion combined). Very rich. Threads: digital-ID/DPI (NIMC Act 2026 signed 06-27 effective 07-08 at 136m enrolled, NINAuth, ECOWAS ENBIC, ID4D 180m-by-2026, AfCFTA ADAPT); Project BRIDGE/D-VIBE $2bn 90000km fibre (WB+EBRD+AfDB+EU, govt 49% SPV); data-centre boom (MTN Dabengwa $240m, Airtel Nxtra 38MW, Equinix LG3, Kasi 100MW AI); data sovereignty (CBN 2027 localisation mandate, 1Gov cloud, Cassava/China-Mobile sovereign cloud, ~90% data offshore); payments (open banking, NIBSS NPS, PSV 2028, ISO20022, Onafriq-PAPSS); AI (N-ATLAS LLM, AI bill, $470m Chinese surveillance); NDPC enforcement wave (1369 orgs, Temu, schools). No proxy dates (date-in-URL/fetch-verified). FETCH-FAILS: 2 TechCabal CRAWL_NOT_FOUND (fibre-cuts 06-13; telecoms-act slug) - manual clip. RE-DATINGS: MTN-Huawei 400G/800G live Jun-2025 (reported Oct); NIBSS NPS launched Jun-2025 first tx Nov-7 - flagged in-body. Continental items (Google $37M, Cassava NSC, IFC-Airtel, SIIPS) tagged NGA,XGL for retag. ~600-item cross-outlet/opinion tail catalogued in drop-log summary, not silently discarded"
RWA,Rwanda,XEA,KT Press,ktpress.rw,The New Times,newtimes.co.rw,swept,2025-01-01/2026-07-17,22,58,16,42,2026-07-17,"heavily-held (8 already-held dropped - good dedup); New Times 12 (CLIENT-RENDERED - bodies recovered from allAfrica/Africa-Press syndications, 4 partial [CLIP] need manual clip); KT Press 7. eKash FULL interoperability (BNR Directive 45/2026, 14-Jul-2026, RWF20/RWF10m, 96pc/68.5pc inclusion); BSC-Oman Data Park MoU (Gulf AI Tier III DC - NEW); National AI Agency Cabinet approval; KT Press privacy-by-design digital-ID analysis (data-minimisation tied to 1994 genocide history - strong sovereignty/colonialism angle); Kenya-Rwanda fintech licence-passporting (CBK-NBR) + Rwanda-Egypt AI MoU; virtual-assets/crypto draft law; MTN Rwanda return to profit (MoMo 6.2m MAU); digital-ID enrolment trajectory 300k(Nov-2025)->1.5m->2.37m->4.4m(Jun-2026). CONTRADICTION for ingest: digital-ID cost diverges $38m/$57m/~E50m/RDAP $39.3m - staged sources reinforce the spread"
SDN,Sudan,XEA,Sudan News Agency (SUNA),suna.sd,Sudan Tribune,sudantribune.com,swept,2025-01-01/2026-07-17,18,51,34,17,2026-07-17,"NOT thin despite the war - Port-Sudan govt digital-state build prolific on SUNA + wartime fintech rails active. techafricanews workhorse (4); sudantribune GENUINELY THIN (0 in-window, all pre-2024/war-politics); SSA-4 + wearetech + techreviewafrica thin/nil for SDN (established). SUDAPASS LIVE 21-May-2026 (held only 'imminent' - update not conflict); Horizon Fiber (Sudatel laid ~2700km DURING the war - cross-confirms DJI/ETH batches); DFS survival rails (Zain Bede wallet, offline USSD banking, Isali G2P collection, Bankak-fraud conviction) extend held 'Bankak single-provider vulnerability'; war = infra destruction + Port-Sudan reconstruction (acute blackout/Starlink story RECEDED to 2024/non-designated outlets). HIJRI CLOSED for state agency: suna.sd clean Gregorian Western-Arabic digits, Hijri only in Hajj refs, 1 Eastern-numeral dateline in ~20 - risk largely did NOT materialise even at state-agency layer. Leads: NIPS payment switch/EBS, CBoS revokes Al-Asjad, Khartoum data-centre reopening"
SEN,Senegal,XWA,Le Soleil,lesoleil.sn,Seneweb,seneweb.com,swept,2025-01-01/2026-07-17,58,100,29,71,2026-07-17,"COMPLETE (pilot Q1 32 + completion pass 2025-04-01->2026-07-17 staged 39 = 71 total; counts pilot+completion combined). RICH, DPI-active. Window dominated by New Deal Technologique launch->operational (24-Mar-2026 flagship rollout) + strong data-repatriation/sovereign-cloud thread: Huawei data-centre/IT-factory accord (Jun-2025), Senegal-Alibaba sovereign cloud for Dakar-2026 (geopol.china), Diamniadio/Orana data centres, armed-forces AI sovereignty. Connectivity/satellite: Starlink launch + 5000-kit state deal, 5-yr licence/64bn FCFA saving, Casamance kit tour; Sonatel 2Africa, Via Africa MoU, Gandoul OneWeb gateway. Fintech: Flutterwave BCEAO licence, Wave $137M, Catalyst DER/FJ $50M. Cyber cluster (DAF ID-system breach Feb-2026, DGID Oct-2025 hack) largely already held - staged complementary press/expert angles only. Seneweb recency-swamped (3 clean in-window vs Le Soleil ~20) - coverage rests on Le Soleil + 8 journals. No proxy dates, no fetch-fails, no contradictions"
SLE,Sierra Leone,XWA,Sierra Leone Telegraph,thesierraleonetelegraph.com,This Day (Salone),thisdaysl.com,swept,2025-01-01/2026-07-17,20,55,14,25,2026-07-17,"RICH not thin; Exa did NOT domain-lock to the two ledger papers - staged the broader admissible SLE press pool. Threads: MOSIP brownfield digital-ID migration + blockchain/Sign + 'brokers of citizenship' academic analysis; Salone Payment Switch fallout (Vult, Orange Money/Afrimoney cards, MikashBoks, Open Hub); data-centre/sovereignty (Orange Bo, NatCA National Data Centre); first National Data Protection Policy Cabinet approval Apr-2026 + first National AI Strategy; cross-border fibre (SOGEB-Leonecom, tri-country + Guinea roaming MoUs). RE-DATING catch: DCD 'Africell Freetown data centre' Exa-dated 2026-07-14 is actually Jun-2022 - dropped OOW, no genuine 2025-26 Africell-Freetown-DC source exists. No proxy dates, no fetch-fails. 1 partisan op-ed staged flagged as attributed analysis. 2 Orange-Bo items relate to a held DCD item - flag for ingest lint #7"
SOM,Somalia,XEA,Hiiraan Online,hiiraan.com,WardheerNews,wardheernews.com,swept,2025-01-01/2026-07-17,12,42,13,29,2026-07-17,"RICH + already heavily held (~25 in-window in raw/, ~13 more recognised held) so most yield is genuinely-new developments beyond the core ID story. Threads: NIRA digital-ID rollout + expanding mandates (banking/travel/e-immunization EIR, eAqoonsi/HUBIYE/CDS); Starlink licence->launch->reseller->penetration; fast cyber/data-protection legislative wave (Cyber Law->SOMCIRT->framework; data-protection reg->enforcement); Hormuud fintech/inclusion. Both papers run EN-only; strong analytical/opinion pieces staged as published analysis. SOMALILAND SPLIT genuinely thin - no in-window dated Somaliland article from the Mogadishu-oriented assigned sources (surfaces only via Hormuud/Get-Phone financing, flagged; undated Somaliland Digital ID portal not staged). No proxy dates, no fetch-fails, no contradictions"
SSD,South Sudan,XEA,One Citizen Daily,onecitizendaily.com,The Dawn,thedawn.com.ss,swept,2025-01-01/2026-07-17,16,68,31,37,2026-07-17,"NOT thin - Exa indexes One Citizen Daily (18 staged) + trade press richly; deep across identity/CRVS, e-gov, cybercrime/DP law, fibre, payments, data-centre. Threads: $15m WB biometric-payroll DPI drive extending to organised forces; Cyber Crimes Act signed by Kiir 18-Feb-2026 (Data Protection Act still pending) + newly-signed ICT Authority; 2400km/Bayobab fibre; mobile-money declared legal tender; Jan-2025 NCA social-media shutdown (absent from holdings). THE DAWN (thedawn.com.ss) effectively INVISIBLE to Exa - only homepage + one OOW 2024 article surfaced, zero staged. All dates source/day (1 techreviewafrica dated by page fetch); no fetch-fails; verbatim bodies (partial clips flagged). 31 drops conservative same-event-as-held (gateway cttee, NIPS, Huawei-reconnect, passport resumption) + OOW/opinion"
STP,Sao Tome and Principe,XWA,Jornal Transparencia,jornaltransparencia.st,Jornal Vitrina,vitrina.st,swept,2025-01-01/2026-07-17,6,40,18,22,2026-07-17,"trade-press blind spot but RICH window not thin. Ledger papers only shallowly Exa-indexed: vitrina.st = homepage only; jornaltransparencia.st = aggregated archive .htm only (1 article salvaged from host134.htm, embassy doc-issuance launch). REAL instruments: Tela Non, RSTP, Magazine Santomensidade + off-host Lusophone/official primaries (gov.mo, cnpd.pt, Macau Business, Space in Africa, Jornal Economico/Lusa, WB project aide-memoire) - all provenance-flagged in-file. Threads: EU/Camoes PReSE civil-registry<->electoral-roll interop + mass free national-ID(BI) campaign feeding MOSIP; China-Lusophone DP diplomacy (Macau DSPDP MoU w/ ANPDP, RLPD network); Starlink Feb-2025 intent->Dec-2025 activation; BCSTP fintech sandbox + UNDP single-window/ASYFIVE customs. Fixed-8 near-empty as predicted (held biometricupdate MOSIP dropped). No proxy dates. FETCH-THIN: AFAP data-centre tender (Tela Non Anuncios headline-only, body is PDF - manual clip on promotion); WB aide-memoire body is extract of official-use PDF; Fintech Times staged w/ admissibility note as dated trade-press analysis"
SWZ,Eswatini,XSA,Independent News Eswatini,independentnews.co.sz,Times of Eswatini,times.co.sz,swept,2025-01-01/2026-07-17,21,56,14,42,2026-07-17,"content-RICH not thin. Threads: GIYH/Digital-Eswatini-Project, Google-MoU, payments (EPS/e-KYC/FinTech Strategy), data-governance. BOTH GAP LEADS RESOLVED: GAP-SWZ-001 Google partnership now has 2 in-window journal primaries (ITWeb+TechAfrica) + full 2026 MoU-controversy cluster; GAP-SWZ-002 GIYH launch primary-sourced 3 ways (Independent/ITWeb/TechAfrica all 2025-05-22) + privacy-criticism thread evidenced by Jun-2026 ESCCOM/EDPA Home Affairs data-breach probe + Jul-2025 school-gate biometric-scanner outcry. No proxy dates (all source/day). No hard fetch-fails; several Times business items partial bodies (Pressreader/print tails) flagged inline. INGEST follow-ups: create google-eswatini-mou deal entity; source primaries behind 2 flagged techreviewafrica PR-wire items. Fixed-8: only itweb/techafricanews/techcabal/techreviewafrica carried SWZ"
SYC,Seychelles,XEA,Seychelles Nation,nation.sc,Seychelles News Agency,seychellesnewsagency.com,swept,2025-01-01/2026-07-17,12,52,29,23,2026-07-17,"RICH not thin (blind-spot note disproven) - two national papers + gov primaries + off-host trade/vendor/regional well-indexed. Threads: Starlink licence->incorporation->launch (Feb-Jun 2026); Airtel 5G + SBC (Jul 2026); egov.sc portal relaunch + AG Electronic Case Management System (both 23-24 Jun 2026, 50th-Independence-timed); payments cluster (India-UPI/NPCI MoU, Fusepay B2B + $350k pre-seed, Absa multi-currency virtual card, SRC cheque phase-out by 2028); Seychelles Commercial Bank data breach (Jul 2025); governance primaries (NISTI Act 2025, InfoCom ATIA-reform whitepaper + Data Protection Day). nation.sc paywalls bodies after lede - 6 items highlight-level clips flagged for manual full-clip on promotion; seychellesnewsagency.com mostly pre-window/archive so leaned on gov primaries (State House, Official Gazette, COMESA, InfoCom) + flagged vendor/opinion off-hosts. 1 proxy date (InfoCom ATIA whitepaper, from filename). UPI = deal-entity candidate"
TCD,Chad,XCA,Le N'Djam Post,lendjampost.com,Le Pays Tchad,lepaystchad.com,swept,2025-01-01/2026-07-17,35,730,50,41,2026-07-17,"COMPLETE (pilot Q1 8 + completion pass 33 = 41 total; counts pilot+completion combined). RICH this window, CONTRARY to Q1 pilot's 'thin' read - the two assigned .com papers alone were misleading. Threads: ANATS biometric ID/civil-registry digitalisation (etat-civil launch, OIM & OIF & Airtel MoUs, refugee IDs); Starlink licensing->launch->usage-arrete->possible-operator-status; PMICE E175M data-centre + 1200km backbone + ANSICE security audit; DTS trans-Saharan backbone (incl Bol vandalism); ANSICE cybersecurity-law reform; ARCEP legal overhaul + real-time monitoring; Tchad Connexion 2030 strategy; mobile-money (Konoom, Cashi-IFC, state Mobile Money); geopol vectors (Azerbaijan/Azercosmos, Ethiopia, US-Washington). INDEXING: lendjampost.com well-indexed (8 staged); lepaystchad.com still weakly indexed (no keeper). Leaned on fixed journals + off-host Chadian/agency primaries (tchadinfos, journaldutchad, tribuneechos, tchad24.tv, salaminfo, Ecofin, Digital Business Africa), provenance-flagged. No proxy dates. FETCH-FAILS: 2 (digitalbusiness.africa content-protection) staged w/ flagged summaries - manual clip. LEAD: official Tchad Connexion 2030 plan PDF (2025-08-27) - companion source page at ingest"
TGO,Togo,XWA,Togo First,togofirst.com,Togo-Presse,togopresse.tg,swept,2025-01-01/2026-07-17,12,53,20,33,2026-07-17,"RICH - regional DPI leader, Togo First prolific on digital economy. Threads: e-ID/WURI biometric rollout (6M NIUs issued as of Dec-2025, MOSIP/Atos-Idemia, region-by-region, WURI +$20M top-up in 17-Jul WB package); BCEAO PI-SPI instant-payments regional rollout (Mixx/Gozem/Semoa fintechs); IPDCP data-protection buildout; Lome Data Centre sovereign-cloud (SIN x ST Digital); Togo Digital 2025-2030 strategy. WURI-Togo runs to 30-Jul-2026, actively enrolling. 1 proxy date: undated Togo-Presse 'Services publics' backgrounder (proxy 2025-01-01 year precision) - flagged, overlaps held republicoftogo item. 3 staged items are third-outlet coverage of held/staged events (Senegal-Togo benchmarking x3; Gozem Money x2) - flagged for lint #7. No fetch-fails, no contradictions. See ISSUE-004 (utility-tariff scope) - did not over-collect electricity items"
TUN,Tunisia,XNA,Al Chourouk,alchourouk.com,Assabah News,assabahnews.tn,swept,2025-01-01/2026-07-17,8,55,16,22,2026-07-17,"RICH and DPI-active. Threads: e-ID/Mobile ID becoming mandatory (investors 1-Jul-2026, RNE registry); 123-article data-protection bill replacing 2004 law; National Health Identifier pilot; TUNPAY + two telco wallets (Kashy, Ooredoo walletii); Medusa/ViaTunisia cable (landing Nov-2025->RFS/operational Jun-2026); 3-operator 5G launch (Feb-2025); nascent data-centre push (SoleCrypt/Schneider MoU, TIA strategy). Arabic-host indexing confirmed gotcha (~1-3 on-domain per 15) but BOTH assigned hosts yielded: assabahnews ~5 in-window (5G, Kashy, e-invoicing, Digital Summit), alchourouk ~1-2 (health birth-declaration). NO Hijri/Eastern-numeral datelines - clean Gregorian, risk still not materialised for TUN. FR/EN primaries staged where Arabic thin (La Presse, African Manager, DCD, Cybernetica, Developing Telecoms, Zawya/TAP). RE-DATING: DCD SoleCrypt corrected Exa 2026-07-01->byline 2026-02-06. FETCH-FAIL: alchourouk health birth-declaration (JS ticker, title+date confirmed) - manual clip. No proxy dates, no contradictions. Under-collection risk mitigated by FR/EN staging"
TZA,Tanzania,XEA,Mwananchi,mwananchi.co.tz,The Citizen,thecitizen.co.tz,swept,2025-01-01/2026-07-17,24,120,31,70,2026-07-17,"very RICH + heavily-held - DPI corpus deep (NIDA/Jamii Namba, GovESB/e-GA, PDPC enforcement, TIPS/M-Pesa, NICTBB/cables, data centres). Swahili yield STRONG and complementary not duplicative: Mwananchi carried distinct NIDA operational stories (toll-free SMS, fake-cert dispensation, infant pilots) + BoT/TIPS figures the EN press lacked; EN side led on data-centre investment, budgets, biometric-ID governance. Many ZANZIBAR items (all tagged TZA, flagged in-body): Yas/Airtel-ZICTIA fibre MoUs, Zanzibar cyber MoU, centralised-ID-printing debate, IITM. All dates re-verified at fetch - no proxy dates, no Exa leaks admitted. Drops: Raxio-$380m/TZ1 + Wingu-$50m already held; events deduped to one keeper each; techreviewafrica PR-wire; AI-synthesis/blog skipped; 3 OOW. 1 fetch-fail (Citizen payment-systems CRAWL_NOT_FOUND, payments otherwise covered). No contradictions/re-datings. Staged 25 Citizen + 20 Mwananchi SW + HabariLeo/Daily News/Guardian/Nipashe + journals"
UGA,Uganda,XEA,New Vision,newvision.co.ug,Nile Post,nilepost.co.ug,swept,2025-01-01/2026-07-17,18,196,118,78,2026-07-17,"very RICH/active DPI market, materially partly-held (~18 UGA in raw/, heavy dedup). Threads: NIRA 'Ndaga Muntu' mass registration/renewal + new-gen MOSIP brownfield migration (28M records) full chronology, TIN->NIN unification, URSB civil-reg consolidation, alien/refugee registration; strong ELECTION-PERIOD thread - Jan-2026 internet + mobile-money shutdown, social-media clampdown, Starlink import ban->provisional licensing->Airtel D2C, PAC probe on shutdown directives; data-protection enforcement (PDPO v Google, PDPO v WhatsApp/Meta, Vuka Africa prosecution) + Constitutional Court striking Computer Misuse Act provisions; NISF 2026 cyber; AI/sovereignty (national AI strategy, Makerere/RENU AI Research Cloud, Musenero 'AI economy'); fintech (MTN MoMo separation, BoU cash-lite caps, $5.5bn GSN/Diacente CBDC 'digital shilling', GSH-AKIBA tokenised-capital-markets, Protection of Sovereignty Bill). Strong sovereignty/colonialism lens (Huawei safe-city, data-localisation). No proxy dates. 1 fetch-fail (New Vision Starlink piece paywalled, partial body flagged - manual clip). 7 regional/continental hits deferred to XAF pass. 78 = deduplicated canonical set; aggressive dedup left to lint #7"
ZAF,South Africa,XSA,The Citizen,citizen.co.za,TimesLIVE (Sunday Times),timeslive.co.za,swept,2025-01-01/2026-07-17,16,318,247,71,2026-07-17,"continent's most data-mature + heavily held (259 ZAF raw files, ~150 in-window) so DEDUP was the dominant task - conservative exact-URL/same-outlet drops, all cross-outlet dupes + low-materiality drop-logged with tail-summary line. CURATED to 71 high-value. Threads: digital-ID/Home-Affairs arc (May-2026 draft digital-ID regs gazette, Intelligent/biometric Population Register, $828M budget, banks-at-Home-Affairs Absa/Capitec/Standard/FNB, biometric driver-licence tender scandal); POPIA/Information Regulator enforcement (first 2026 notice, Sibanye PAIA landmark, 788 Q1 breaches, CPA direct-marketing opt-out); Starlink->Amazon Leo sovereignty flashpoint (Malatsi Dec-2025 EEIP directive->ICASA rejection->Herotel/Amazon Leo end-run, ~14 staged); data-centres/Google (Teraco CT2, STANLIB-ADC, Google E-Cape R2bn AI hub, sovereign-cloud); PayShap/SARB; AI-policy collapse (withdrawal over hallucinated citations->2027 delay); MzansiXchange (Estonia X-Road); SITA governance crisis. Domain+topic+year phrasing gave strong recall (248 in-window/16 q) - no extra slicing needed. ZERO proxy dates, ZERO fetch-fails. COSMETIC: some Citizen files have residual 'RELATED ARTICLES' nav lines above body - real text present below, ingest handles"
ZMB,Zambia,XSA,Lusaka Times,lusakatimes.com,News Diggers,diggers.news,swept,2025-01-01/2026-07-17,19,33,6,27,2026-07-17,"RICH - intensely DPI-active, wiki held NOTHING from either national paper before. Threads: SMART Zambia e-gov build-out (ZamPortal/ZamPay, GovLink Private 4G, CTMIS, PMIS, SMART Office, e-Council); WB DZAP digital-ID rollout targeted end-2026; ZICTA/UASF rural connectivity; fintech (Zoyk-Visa). CYBER ACT/SURVEILLANCE strong, staged 4 sources - US Embassy interception warning (Apr-2025), LAZ legal challenge, ZCSA journalist briefing, opposition repeal pledge ahead of 13-Aug-2026 election (sovereignty/free-expression spine). Huawei AI-data-centre MoU (sovereign cloud, national DC) = geopol.china/colonialism. All dates source/day, no proxy. FETCH-FAILS (manual clip): News Diggers paywalled (lede-only), 2 Lusaka Times pages returned nav not article. Drops: 6 exact-URL held (5 biometricupdate + COMESA-AI). OFF-SOURCE-LIST GAP (flagged in MANIFEST, not staged): MTN Zambia Starlink D2C test, ZICTA 5G spectrum consultation, Data Protection Commissioner activation appear only on domains outside fixed list. No contradictions/re-datings"
ZWE,Zimbabwe,XSA,NewZimbabwe,newzimbabwe.com,NewsDay,newsday.co.zw,swept,2025-01-01/2026-07-17,12,95,60,35,2026-07-17,"RICH with strong corpus asymmetry - wiki held ID/deeds/passport thread + US-health-deal sovereignty story, but was thin on 2025-26 telecom/payments/AI/data-centre (where most staging went). Threads: POTRAZ data-protection enforcement escalation (570->721 licensed, ~1200 DPOs, Q4-2026 audits w/ CEO jail terms); Starlink (launched Sep-2024) dominating - 67k terminals, 83% of used bandwidth, breaking POTRAZ measurement framework, vs Liquid fibre counter; National AI Strategy 2026-2030 launched 16-Mar-2026 (Mnangagwa) w/ explicit 'Sovereign National Cloud'/computational-sovereignty frame; RBZ 2026 MPS (charge caps, ZIPIT limits) + O-Mari/EcoCash/Innbucks cash-out war; Econet AI/Cassava GPU + Google $1B cloud. Per ISSUE-009 kept Econet Group vs Zimbabwe opco distinct in tags. RE-DATINGS: 3 DCD 'data centre' articles Exa-mislabelled 2026 are actually 2017/2021/2022 - dropped OOW; technomag AI-strategy piece Oct-2025 predates formal Mar-2026 launch (noted preview). 1 fetch-fail (thecyberexpress nav-only, dropped, covered elsewhere). No proxy dates. UNCAPTURED off-list leads (noted not staged): Govt reverses 75% local-ownership rule for telcos (Jul-2026), Zimbabwe appointed SADC Data Protection leader (Apr-2026), Starlink now requiring govt ID from users"
XAF,Regional / pan-African pass,XGL,,,,,swept,2025-01-01/2026-07-17,14,34,11,23,2026-07-17,"journals-only R1-R3; RICH regional layer not thin. Threads: AfCFTA Digital Trade Protocol->operationalization (ADAPT pilot Nigeria/Kenya/Morocco, AU Protocol/DPI push, DigitA outlook); Smart Africa continental spine (SADX cross-border data-exchange pilot, Africa AI Council, Francophone data-governance workshop, AU AI co-chairing); payment-rail integration across every bloc (PAPSS reaching 28 countries via CEMAC/BEAC, WAEMU PI-SPI, COMESA DRPP, EAC/IGAD EARDIP, SCRYPT stablecoin corridors); pan-African subsea/data-sovereignty infra (2Africa activation, Via Africa MoU, ~80%-offshore-data/capacity-gap story). Journals carrying regional layer: biometricupdate/techafricanews/techcabal bulk; telecomreviewafrica/connectingafrica cable/satellite; itweb 1 op-ed; wearetech country-level only. 1 proxy/PR-wire flag (techreviewafrica Smart Africa-AU item, verify-at-ingest). No fetch-fails. Drops: 4 exact-URL held (AU-unified-voice, Orange subsea, Zambia-COMESA AI, Seacom 2.0), Smart Africa 11-states same-event-held, bilateral/country-level items deferred to countries. Many au.int primaries out of journal-scope, not staged"
